Name,Branch,Year,CGPA, bool,div,Mob no.,Blood group,xyz,pqr
text257,branch257,2023-02-22 12:51:25.874819,24,False,text257,branch257,2023-02-22 12:51:25.874821,53,True
text258,branch258,2023-02-22 12:51:25.874824,19,False,text258,branch258,2023-02-22 12:51:25.874826,92,True
text259,branch259,2023-02-22 12:51:25.874828,30,False,text259,branch259,2023-02-22 12:51:25.874830,91,True
text260,branch260,2023-02-22 12:51:25.874833,89,True,text260,branch260,2023-02-22 12:51:25.874835,48,True
text261,branch261,2023-02-22 12:51:25.874837,10,True,text261,branch261,2023-02-22 12:51:25.874839,59,True
text262,branch262,2023-02-22 12:51:25.874842,18,True,text262,branch262,2023-02-22 12:51:25.874844,89,True
text263,branch263,2023-02-22 12:51:25.874846,81,True,text263,branch263,2023-02-22 12:51:25.874848,34,False
text264,branch264,2023-02-22 12:51:25.874851,80,False,text264,branch264,2023-02-22 12:51:25.874856,28,True
text265,branch265,2023-02-22 12:51:25.874858,41,False,text265,branch265,2023-02-22 12:51:25.874860,53,False
text266,branch266,2023-02-22 12:51:25.874863,79,True,text266,branch266,2023-02-22 12:51:25.874865,65,False
text267,branch267,2023-02-22 12:51:25.874867,42,True,text267,branch267,2023-02-22 12:51:25.874870,30,False
text268,branch268,2023-02-22 12:51:25.874872,79,False,text268,branch268,2023-02-22 12:51:25.874874,67,False
text269,branch269,2023-02-22 12:51:25.874877,23,True,text269,branch269,2023-02-22 12:51:25.874879,43,False
text270,branch270,2023-02-22 12:51:25.874882,42,False,text270,branch270,2023-02-22 12:51:25.874885,22,True
text271,branch271,2023-02-22 12:51:25.874888,70,True,text271,branch271,2023-02-22 12:51:25.874891,42,False
text272,branch272,2023-02-22 12:51:25.874893,59,True,text272,branch272,2023-02-22 12:51:25.874896,30,False
text273,branch273,2023-02-22 12:51:25.874898,89,True,text273,branch273,2023-02-22 12:51:25.874900,57,True
text274,branch274,2023-02-22 12:51:25.874902,97,True,text274,branch274,2023-02-22 12:51:25.874904,68,True
text275,branch275,2023-02-22 12:51:25.874907,98,True,text275,branch275,2023-02-22 12:51:25.874909,25,False
text276,branch276,2023-02-22 12:51:25.874911,20,True,text276,branch276,2023-02-22 12:51:25.874913,41,False
text277,branch277,2023-02-22 12:51:25.874918,66,True,text277,branch277,2023-02-22 12:51:25.874921,78,False
text278,branch278,2023-02-22 12:51:25.874923,19,True,text278,branch278,2023-02-22 12:51:25.874925,69,True
text279,branch279,2023-02-22 12:51:25.874927,91,True,text279,branch279,2023-02-22 12:51:25.874929,34,True
text280,branch280,2023-02-22 12:51:25.874934,45,True,text280,branch280,2023-02-22 12:51:25.874937,30,True
text281,branch281,2023-02-22 12:51:25.874939,88,False,text281,branch281,2023-02-22 12:51:25.874941,67,True
text282,branch282,2023-02-22 12:51:25.874944,44,True,text282,branch282,2023-02-22 12:51:25.874946,32,False
text283,branch283,2023-02-22 12:51:25.874948,70,False,text283,branch283,2023-02-22 12:51:25.874951,47,False
text284,branch284,2023-02-22 12:51:25.874953,31,False,text284,branch284,2023-02-22 12:51:25.874955,21,False
text285,branch285,2023-02-22 12:51:25.874958,49,False,text285,branch285,2023-02-22 12:51:25.874960,75,False
text286,branch286,2023-02-22 12:51:25.874962,20,False,text286,branch286,2023-02-22 12:51:25.874964,10,False
text287,branch287,2023-02-22 12:51:25.874966,65,False,text287,branch287,2023-02-22 12:51:25.874969,36,False
text288,branch288,2023-02-22 12:51:25.874971,16,True,text288,branch288,2023-02-22 12:51:25.874973,99,True
text289,branch289,2023-02-22 12:51:25.874975,79,False,text289,branch289,2023-02-22 12:51:25.874980,79,False
text290,branch290,2023-02-22 12:51:25.874983,89,False,text290,branch290,2023-02-22 12:51:25.874985,40,True
text291,branch291,2023-02-22 12:51:25.874987,50,False,text291,branch291,2023-02-22 12:51:25.874989,84,False
text292,branch292,2023-02-22 12:51:25.874992,22,True,text292,branch292,2023-02-22 12:51:25.874994,67,True
text293,branch293,2023-02-22 12:51:25.874996,49,False,text293,branch293,2023-02-22 12:51:25.874999,100,True
text294,branch294,2023-02-22 12:51:25.875001,11,True,text294,branch294,2023-02-22 12:51:25.875003,89,False
text295,branch295,2023-02-22 12:51:25.875005,69,False,text295,branch295,2023-02-22 12:51:25.875007,51,False
text296,branch296,2023-02-22 12:51:25.875010,48,True,text296,branch296,2023-02-22 12:51:25.875012,97,False
text297,branch297,2023-02-22 12:51:25.875014,60,False,text297,branch297,2023-02-22 12:51:25.875016,66,True
text298,branch298,2023-02-22 12:51:25.875018,27,True,text298,branch298,2023-02-22 12:51:25.875060,10,False
text299,branch299,2023-02-22 12:51:25.875065,31,False,text299,branch299,2023-02-22 12:51:25.875068,27,False
text300,branch300,2023-02-22 12:51:25.875070,48,False,text300,branch300,2023-02-22 12:51:25.875072,78,True
text301,branch301,2023-02-22 12:51:25.875074,85,False,text301,branch301,2023-02-22 12:51:25.875077,35,True
text302,branch302,2023-02-22 12:51:25.875082,87,False,text302,branch302,2023-02-22 12:51:25.875084,93,True
text303,branch303,2023-02-22 12:51:25.875086,96,False,text303,branch303,2023-02-22 12:51:25.875088,15,False
text304,branch304,2023-02-22 12:51:25.875091,72,False,text304,branch304,2023-02-22 12:51:25.875093,95,False
text305,branch305,2023-02-22 12:51:25.875095,70,False,text305,branch305,2023-02-22 12:51:25.875097,52,True
text306,branch306,2023-02-22 12:51:25.875099,58,True,text306,branch306,2023-02-22 12:51:25.875101,32,False
text307,branch307,2023-02-22 12:51:25.875104,82,False,text307,branch307,2023-02-22 12:51:25.875106,87,False
text308,branch308,2023-02-22 12:51:25.875109,52,True,text308,branch308,2023-02-22 12:51:25.875111,98,False
text309,branch309,2023-02-22 12:51:25.875114,33,False,text309,branch309,2023-02-22 12:51:25.875116,89,True
text310,branch310,2023-02-22 12:51:25.875118,15,True,text310,branch310,2023-02-22 12:51:25.875120,80,True
text311,branch311,2023-02-22 12:51:25.875123,80,False,text311,branch311,2023-02-22 12:51:25.875125,28,False
text312,branch312,2023-02-22 12:51:25.875127,51,True,text312,branch312,2023-02-22 12:51:25.875129,59,True
text313,branch313,2023-02-22 12:51:25.875132,14,False,text313,branch313,2023-02-22 12:51:25.875134,71,False
text314,branch314,2023-02-22 12:51:25.875136,25,True,text314,branch314,2023-02-22 12:51:25.875142,78,True
text315,branch315,2023-02-22 12:51:25.875145,30,True,text315,branch315,2023-02-22 12:51:25.875147,83,False
text316,branch316,2023-02-22 12:51:25.875149,22,False,text316,branch316,2023-02-22 12:51:25.875152,47,True
text317,branch317,2023-02-22 12:51:25.875154,30,False,text317,branch317,2023-02-22 12:51:25.875156,24,False
text318,branch318,2023-02-22 12:51:25.875159,17,False,text318,branch318,2023-02-22 12:51:25.875161,21,True
text319,branch319,2023-02-22 12:51:25.875163,51,False,text319,branch319,2023-02-22 12:51:25.875165,79,True
text320,branch320,2023-02-22 12:51:25.875168,95,True,text320,branch320,2023-02-22 12:51:25.875170,83,True
text321,branch321,2023-02-22 12:51:25.875172,93,False,text321,branch321,2023-02-22 12:51:25.875174,49,False
text322,branch322,2023-02-22 12:51:25.875177,74,False,text322,branch322,2023-02-22 12:51:25.875179,46,True
text323,branch323,2023-02-22 12:51:25.875181,13,True,text323,branch323,2023-02-22 12:51:25.875183,76,False
text324,branch324,2023-02-22 12:51:25.875185,96,True,text324,branch324,2023-02-22 12:51:25.875188,31,True
text325,branch325,2023-02-22 12:51:25.875190,70,True,text325,branch325,2023-02-22 12:51:25.875192,49,False
text326,branch326,2023-02-22 12:51:25.875194,47,False,text326,branch326,2023-02-22 12:51:25.875196,73,False
text327,branch327,2023-02-22 12:51:25.875199,32,True,text327,branch327,2023-02-22 12:51:25.875204,69,False
text328,branch328,2023-02-22 12:51:25.875207,78,False,text328,branch328,2023-02-22 12:51:25.875209,37,False
text329,branch329,2023-02-22 12:51:25.875211,91,True,text329,branch329,2023-02-22 12:51:25.875213,24,True
text330,branch330,2023-02-22 12:51:25.875218,70,True,text330,branch330,2023-02-22 12:51:25.875220,85,False
text331,branch331,2023-02-22 12:51:25.875223,62,True,text331,branch331,2023-02-22 12:51:25.875225,10,True
text332,branch332,2023-02-22 12:51:25.875227,73,False,text332,branch332,2023-02-22 12:51:25.875230,46,False
text333,branch333,2023-02-22 12:51:25.875232,70,True,text333,branch333,2023-02-22 12:51:25.875234,40,True
text334,branch334,2023-02-22 12:51:25.875236,58,True,text334,branch334,2023-02-22 12:51:25.875238,74,False
text335,branch335,2023-02-22 12:51:25.875240,74,True,text335,branch335,2023-02-22 12:51:25.875242,21,True
text336,branch336,2023-02-22 12:51:25.875245,47,True,text336,branch336,2023-02-22 12:51:25.875247,44,True
text337,branch337,2023-02-22 12:51:25.875249,87,True,text337,branch337,2023-02-22 12:51:25.875251,13,True
text338,branch338,2023-02-22 12:51:25.875253,17,True,text338,branch338,2023-02-22 12:51:25.875256,32,True
text339,branch339,2023-02-22 12:51:25.875258,15,False,text339,branch339,2023-02-22 12:51:25.875260,21,False
text340,branch340,2023-02-22 12:51:25.875265,82,False,text340,branch340,2023-02-22 12:51:25.875270,17,True
text341,branch341,2023-02-22 12:51:25.875272,61,True,text341,branch341,2023-02-22 12:51:25.875274,15,False
text342,branch342,2023-02-22 12:51:25.875276,27,True,text342,branch342,2023-02-22 12:51:25.875278,12,False
text343,branch343,2023-02-22 12:51:25.875281,76,False,text343,branch343,2023-02-22 12:51:25.875283,83,False
text344,branch344,2023-02-22 12:51:25.875285,43,True,text344,branch344,2023-02-22 12:51:25.875287,42,False
text345,branch345,2023-02-22 12:51:25.875290,62,False,text345,branch345,2023-02-22 12:51:25.875292,67,True
text346,branch346,2023-02-22 12:51:25.875294,28,False,text346,branch346,2023-02-22 12:51:25.875296,44,False
text347,branch347,2023-02-22 12:51:25.875299,46,True,text347,branch347,2023-02-22 12:51:25.875301,10,False
text348,branch348,2023-02-22 12:51:25.875303,81,True,text348,branch348,2023-02-22 12:51:25.875305,48,False
text349,branch349,2023-02-22 12:51:25.875308,49,False,text349,branch349,2023-02-22 12:51:25.875310,39,False
text350,branch350,2023-02-22 12:51:25.875312,60,True,text350,branch350,2023-02-22 12:51:25.875314,14,True
text351,branch351,2023-02-22 12:51:25.875317,79,True,text351,branch351,2023-02-22 12:51:25.875319,96,True
text352,branch352,2023-02-22 12:51:25.875321,97,False,text352,branch352,2023-02-22 12:51:25.875327,24,False
text353,branch353,2023-02-22 12:51:25.875331,18,True,text353,branch353,2023-02-22 12:51:25.875333,57,False
text354,branch354,2023-02-22 12:51:25.875335,72,False,text354,branch354,2023-02-22 12:51:25.875338,36,False
text355,branch355,2023-02-22 12:51:25.875340,48,True,text355,branch355,2023-02-22 12:51:25.875342,14,False
text356,branch356,2023-02-22 12:51:25.875345,70,True,text356,branch356,2023-02-22 12:51:25.875347,39,True
text357,branch357,2023-02-22 12:51:25.875349,93,False,text357,branch357,2023-02-22 12:51:25.875351,62,False
text358,branch358,2023-02-22 12:51:25.875353,85,False,text358,branch358,2023-02-22 12:51:25.875355,68,False
text359,branch359,2023-02-22 12:51:25.875358,67,True,text359,branch359,2023-02-22 12:51:25.875360,39,True
text360,branch360,2023-02-22 12:51:25.875362,48,False,text360,branch360,2023-02-22 12:51:25.875364,30,False
text361,branch361,2023-02-22 12:51:25.875367,61,True,text361,branch361,2023-02-22 12:51:25.875369,70,False
text362,branch362,2023-02-22 12:51:25.875371,85,False,text362,branch362,2023-02-22 12:51:25.875373,100,False
text363,branch363,2023-02-22 12:51:25.875375,38,True,text363,branch363,2023-02-22 12:51:25.875378,70,True
text364,branch364,2023-02-22 12:51:25.875381,32,False,text364,branch364,2023-02-22 12:51:25.875383,42,False
text365,branch365,2023-02-22 12:51:25.875394,47,False,text365,branch365,2023-02-22 12:51:25.875396,22,True
text366,branch366,2023-02-22 12:51:25.875398,61,False,text366,branch366,2023-02-22 12:51:25.875400,71,False
text367,branch367,2023-02-22 12:51:25.875403,95,False,text367,branch367,2023-02-22 12:51:25.875405,23,False
text368,branch368,2023-02-22 12:51:25.875407,57,False,text368,branch368,2023-02-22 12:51:25.875409,35,False
text369,branch369,2023-02-22 12:51:25.875412,91,False,text369,branch369,2023-02-22 12:51:25.875414,61,True
text370,branch370,2023-02-22 12:51:25.875416,35,True,text370,branch370,2023-02-22 12:51:25.875418,88,False
text371,branch371,2023-02-22 12:51:25.875421,31,True,text371,branch371,2023-02-22 12:51:25.875423,48,True
text372,branch372,2023-02-22 12:51:25.875425,27,False,text372,branch372,2023-02-22 12:51:25.875427,76,False
text373,branch373,2023-02-22 12:51:25.875430,39,False,text373,branch373,2023-02-22 12:51:25.875432,87,True
text374,branch374,2023-02-22 12:51:25.875434,34,True,text374,branch374,2023-02-22 12:51:25.875437,16,True
text375,branch375,2023-02-22 12:51:25.875439,72,False,text375,branch375,2023-02-22 12:51:25.875441,34,False
text376,branch376,2023-02-22 12:51:25.875443,64,True,text376,branch376,2023-02-22 12:51:25.875446,82,False
text377,branch377,2023-02-22 12:51:25.875448,74,False,text377,branch377,2023-02-22 12:51:25.875453,80,True
text378,branch378,2023-02-22 12:51:25.875455,18,False,text378,branch378,2023-02-22 12:51:25.875458,78,True
text379,branch379,2023-02-22 12:51:25.875460,99,True,text379,branch379,2023-02-22 12:51:25.875462,100,False
text380,branch380,2023-02-22 12:51:25.875467,24,False,text380,branch380,2023-02-22 12:51:25.875470,60,True
text381,branch381,2023-02-22 12:51:25.875472,22,False,text381,branch381,2023-02-22 12:51:25.875475,64,True
text382,branch382,2023-02-22 12:51:25.875477,87,False,text382,branch382,2023-02-22 12:51:25.875482,56,False
text383,branch383,2023-02-22 12:51:25.875484,85,False,text383,branch383,2023-02-22 12:51:25.875486,13,False
text384,branch384,2023-02-22 12:51:25.875488,86,False,text384,branch384,2023-02-22 12:51:25.875490,10,True
text385,branch385,2023-02-22 12:51:25.875493,71,True,text385,branch385,2023-02-22 12:51:25.875495,64,True
text386,branch386,2023-02-22 12:51:25.875497,65,True,text386,branch386,2023-02-22 12:51:25.875499,31,False
text387,branch387,2023-02-22 12:51:25.875502,84,False,text387,branch387,2023-02-22 12:51:25.875504,42,False
text388,branch388,2023-02-22 12:51:25.875506,52,False,text388,branch388,2023-02-22 12:51:25.875508,67,True
text389,branch389,2023-02-22 12:51:25.875510,57,False,text389,branch389,2023-02-22 12:51:25.875512,77,False
text390,branch390,2023-02-22 12:51:25.875515,92,False,text390,branch390,2023-02-22 12:51:25.875520,63,True
text391,branch391,2023-02-22 12:51:25.875523,38,True,text391,branch391,2023-02-22 12:51:25.875525,88,False
text392,branch392,2023-02-22 12:51:25.875527,78,False,text392,branch392,2023-02-22 12:51:25.875529,30,False
text393,branch393,2023-02-22 12:51:25.875532,48,False,text393,branch393,2023-02-22 12:51:25.875534,43,True
text394,branch394,2023-02-22 12:51:25.875536,90,False,text394,branch394,2023-02-22 12:51:25.875538,37,False
text395,branch395,2023-02-22 12:51:25.875540,72,False,text395,branch395,2023-02-22 12:51:25.875542,34,True
text396,branch396,2023-02-22 12:51:25.875545,100,True,text396,branch396,2023-02-22 12:51:25.875547,56,False
text397,branch397,2023-02-22 12:51:25.875549,95,False,text397,branch397,2023-02-22 12:51:25.875551,89,True
text398,branch398,2023-02-22 12:51:25.875553,58,True,text398,branch398,2023-02-22 12:51:25.875555,19,False
text399,branch399,2023-02-22 12:51:25.875557,71,True,text399,branch399,2023-02-22 12:51:25.875560,94,False
text400,branch400,2023-02-22 12:51:25.875562,91,True,text400,branch400,2023-02-22 12:51:25.875564,13,False
text401,branch401,2023-02-22 12:51:25.875566,16,True,text401,branch401,2023-02-22 12:51:25.875568,83,False
text402,branch402,2023-02-22 12:51:25.875571,41,True,text402,branch402,2023-02-22 12:51:25.875573,93,True
text403,branch403,2023-02-22 12:51:25.875578,36,False,text403,branch403,2023-02-22 12:51:25.875580,32,False
text404,branch404,2023-02-22 12:51:25.875583,54,False,text404,branch404,2023-02-22 12:51:25.875585,26,True
text405,branch405,2023-02-22 12:51:25.875588,82,False,text405,branch405,2023-02-22 12:51:25.875590,20,False
text406,branch406,2023-02-22 12:51:25.875592,97,False,text406,branch406,2023-02-22 12:51:25.875594,93,False
text407,branch407,2023-02-22 12:51:25.875597,99,False,text407,branch407,2023-02-22 12:51:25.875599,86,True
text408,branch408,2023-02-22 12:51:25.875601,92,True,text408,branch408,2023-02-22 12:51:25.875604,94,False
text409,branch409,2023-02-22 12:51:25.875606,17,False,text409,branch409,2023-02-22 12:51:25.875608,87,False
text410,branch410,2023-02-22 12:51:25.875610,22,False,text410,branch410,2023-02-22 12:51:25.875612,33,False
text411,branch411,2023-02-22 12:51:25.875614,27,True,text411,branch411,2023-02-22 12:51:25.875617,96,False
text412,branch412,2023-02-22 12:51:25.875619,61,False,text412,branch412,2023-02-22 12:51:25.875621,94,False
text413,branch413,2023-02-22 12:51:25.875623,11,False,text413,branch413,2023-02-22 12:51:25.875625,95,True
text414,branch414,2023-02-22 12:51:25.875628,59,False,text414,branch414,2023-02-22 12:51:25.875630,59,True
text415,branch415,2023-02-22 12:51:25.875633,100,True,text415,branch415,2023-02-22 12:51:25.875638,16,False
text416,branch416,2023-02-22 12:51:25.875642,12,True,text416,branch416,2023-02-22 12:51:25.875644,43,False
text417,branch417,2023-02-22 12:51:25.875646,80,False,text417,branch417,2023-02-22 12:51:25.875648,74,True
text418,branch418,2023-02-22 12:51:25.875651,53,True,text418,branch418,2023-02-22 12:51:25.875653,74,False
text419,branch419,2023-02-22 12:51:25.875655,21,True,text419,branch419,2023-02-22 12:51:25.875657,23,True
text420,branch420,2023-02-22 12:51:25.875659,19,False,text420,branch420,2023-02-22 12:51:25.875662,50,False
